Stock Code,Batting Avg,Gain/loss ratio,Average Gain,Average Loss,Max Return,Max Loss,Total Return(%)
AAPL,0.3684210526315789,3.2569247581241116,12.786534803935416,-3.9259533927028962,26.130592223237727,-9.3115074976036,40.63947277409592
ABNB,0.34782608695652173,1.8947910548804703,12.990470923817398,-6.855885713813906,38.22001355319629,-18.414976084446643,-14.142043070043664
ADBE,0.37037037037037035,1.5468245752301364,6.908854558459673,-4.466475817034246,38.094342158312045,-10.40711359079417,-14.71408149753869
ADI,0.23333333333333334,2.3374807898426813,9.049655920572775,-3.8715423715554222,16.86640882437125,-8.283693834500994,-27.19965151293451
ADP,0.4074074074074074,2.4372859486873075,7.252514190675598,-2.975651746805381,13.672835008985395,-8.424886077256277,31.34695909508578
ADSK,0.3333333333333333,1.4232398734107783,7.282374691658737,-5.116758480217821,20.48168304768092,-16.678700361010833,-29.173664012162448
AEP,0.43478260869565216,1.7783901233373758,6.601047720387602,-3.711810830348009,13.271995915585922,-7.173157693998933,15.074307733915981
AMAT,0.391304347826087,1.3277750119600122,8.360205768465356,-6.296402397364242,18.830987146979105,-14.730281226204422,-19.701463087116444
AMD,0.4074074074074074,1.4994754962558732,9.301709746381816,-6.203308936763416,17.332667332667317,-15.106860544549628,-7.381142391295037
AMGN,0.44,3.1941578160954998,8.133081087393771,-2.5462364590787665,23.51341930986406,-7.166610303235266,60.735858124616016
AMZN,0.5263157894736842,1.3046347340229727,8.277100858191956,-6.344381796940727,28.098760495801667,-15.921567338351794,18.346211117639342
ANSS,0.22580645161290322,2.67288627704551,8.710921483229523,-3.258994427872999,27.805958132045095,-9.552016318845125,-21.309137760528262
ARM,0.4166666666666667,6.5758451114216445,35.479080743442864,-5.395364419672679,70.45838202830801,-10.257062865869182,179.56192525204503
ASML,0.37037037037037035,1.4204635677645414,9.536867390998228,-6.7139119984660365,22.996243552439722,-19.81600307602219,-27.209315855671257
AVGO,0.3076923076923077,3.323626072903339,15.84132591376311,-4.766278024749334,41.21225302065772,-13.711456035953551,26.413370719021636
AZN,0.3333333333333333,2.879535766311539,8.466568705366738,-2.9402547467614037,17.624020095624115,-6.630762528321732,19.194580826601992
BIIB,0.2727272727272727,1.3863554248013767,4.579161659189435,-3.3030214166367124,13.642928563492962,-6.661447119462394,-24.21423820854971
BKNG,0.5,2.8428803459420173,12.085750711859507,-4.2512343965200445,33.8413511523133,-12.153841968770962,94.4203130403094
BKR,0.45454545454545453,3.1733954549785657,12.068411054280674,-3.8029962623621985,29.18621544660327,-8.440917525366176,87.3491006534062
CCEP,0.3,4.5144604914276405,8.19459634245236,-1.8151884057935181,24.93304856978309,-4.274214122243302,34.827741331952126
CDNS,0.28,2.2773876452270967,7.989866857615904,-3.508347326973915,20.85831305276904,-9.700577832253543,-11.944222074425337
CDW,0.3333333333333333,2.1749284650580556,7.468842819192783,-3.434063666546116,19.31171670658649,-10.944507608335396,-0.4163853248597915
CEG,0.4,3.378866132281784,19.875249847234468,-5.882224707675086,59.26509506233024,-14.976302451108092,122.53304778065379
CHTR,0.2962962962962963,2.100523367757815,9.150389173325376,-4.3562425030733545,23.556565833187616,-16.180447968910016,-16.89222362246453
CMCSA,0.39285714285714285,1.087913907334282,4.422575847538672,-4.065189182455917,16.222222997561175,-13.026419042636661,-22.15132074506858
COST,0.6,3.2297911934342647,8.166968585167508,-2.528636712419635,31.636429118083996,-5.1421944310366285,101.80644572486032
CPRT,0.47619047619047616,2.6435391504561285,7.561416641058168,-2.860338436733001,21.863144583391893,-10.129402690890387,47.2277977479977
CRWD,0.4,1.5595540514191688,11.128484523521779,-7.135683763826614,31.518363850519336,-20.679012345679006,-12.592402241355572
CSCO,0.3333333333333333,2.2775292357667816,6.815595748656835,-2.992539301635885,20.493350158010525,-9.648327277599867,2.163973468031699
CSGP,0.16129032258064516,2.5143399594925167,10.191040790174544,-4.053167413459658,16.427015250544663,-10.292682926829267,-45.4994108441485
CSX,0.3076923076923077,2.1067995334043155,6.175666648956437,-2.931302457133811,13.825024787098016,-6.139115301305898,-6.397656634222104
CTAS,0.5217391304347826,1.9651596755442686,7.761473012646739,-3.949538100763812,22.04128095874276,-11.204034501857574,54.10947653391687
CTSH,0.28,1.9039752921985373,5.942568027809211,-3.1211371555915908,12.80283465811336,-13.32335534193152,-16.586227365175464
DASH,0.38095238095238093,2.0981572853036154,18.253810069515968,-8.699924546826592,35.71199486850545,-22.92993630573249,8.114574150808496
DDOG,0.37037037037037035,1.2456111303059199,9.634271614669519,-7.734574122104513,21.93633952254641,-20.86664244186046,-38.97632594297853
DLTR,0.2857142857142857,2.6703043951641,10.935728519839834,-4.095311583070586,25.958866036687066,-10.644039337970735,-2.954365983739815
DXCM,0.44,1.632302296681673,8.570259443804547,-5.250411925062613,43.89114070642734,-12.843147809236743,8.052870117079557
EA,0.2916666666666667,2.2715641395702244,6.853302709123371,-3.0169972265982343,14.655835043404085,-7.8807191096737395,-6.631206155813096
EXC,0.32,2.1999293282090333,7.784542310512699,-3.538541993460358,17.459473824076532,-9.487286435765352,-2.796303208318529
FANG,0.2903225806451613,1.841107521532195,7.309010220695514,-3.969898626351195,24.11518904495795,-9.140940495757144,-25.041680029766276
FAST,0.5,1.662950040900195,5.985054455305462,-3.5990584852841443,14.769853790354826,-7.642157949757644,27.656695729385206
FTNT,0.3333333333333333,1.61090302870572,9.634423672321194,-5.980759549544066,26.0999254287845,-19.647625682108437,-31.02247112444202
GEHC,0.5,1.4246023309009526,6.580497555895734,-4.619182078506126,14.257347161722599,-14.27928490498742,10.76145378617015
GFS,0.28,1.439027729823177,8.170024121228277,-5.677461213504331,27.36748724772675,-13.456140350877199,-41.741420162120534
GILD,0.4090909090909091,3.0814781108441336,9.3772831923012,-3.0431120569382872,32.94925296845419,-5.4840843598402795,43.28011240081435
GOOG,0.41379310344827586,1.115988869464173,5.593016025113108,-5.01171308975377,22.67581570430459,-10.624754526863223,-22.278573436935222
GOOGL,0.39285714285714285,1.2425732532557872,6.074332493558884,-4.888510578867631,22.578407952531386,-10.446103201159628,-20.73171538173858
HON,0.2903225806451613,1.6463686856052264,5.360007407479087,-3.2556543709458854,23.10235992820231,-7.093418915783767,-24.493092655543734
IDXX,0.2222222222222222,2.1889449585602323,10.719117778773205,-4.8969334458841995,25.630654852360134,-9.761420937758714,-37.51046588320393
ILMN,0.16,2.4320219753561156,9.960432653247608,-4.095535630096074,22.21423048567781,-10.053580838198394,-40.4992637941
INTC,0.32142857142857145,1.066848100199946,6.049307635644978,-5.670261431323946,12.171586686012347,-11.842105263157887,-44.91434194278171
INTU,0.45454545454545453,0.8866680191878686,4.580772008884708,-5.1662763399094995,14.475191697850542,-13.657381220017662,-18.46887098816723
ISRG,0.4166666666666667,2.9959870495970042,11.203891424189194,-3.7396327950403694,29.129520605550873,-7.771041996134242,64.4200340201097
KDP,0.3076923076923077,2.7084225449352872,6.647063353584394,-2.4542194739939345,15.411715634059654,-4.795640326975493,5.881248164951769
KHC,0.42105263157894735,2.2775188479725044,3.7704293049181823,-1.6554986178378714,10.239347161169587,-5.399710188106866,11.377103086222018
KLAC,0.34615384615384615,2.2025114291807077,11.235073034933812,-5.1010282562361295,28.8858741620589,-11.391040719387558,3.8906110693532225
LIN,0.4642857142857143,1.6414033977752427,4.620493917926188,-2.8149654887937987,19.534836125486077,-5.10176906981169,15.096817242418581
LRCX,0.4230769230769231,1.1476143877132932,7.8829263206947875,-6.868967838928984,21.92394950884562,-11.606603009457306,-22.94115519735668
LULU,0.25,3.2322740351975146,13.823896681129607,-4.2768331306676695,19.86281703620991,-13.344652682255841,-3.3567677477061797
MAR,0.3793103448275862,1.9466783733203403,7.1999885952853555,-3.6986020361466996,25.192689877078056,-10.768555960800096,5.21380671390157
MCHP,0.32142857142857145,1.5125001159903193,8.076171263744698,-5.33961695497575,16.972368913210346,-11.278308136731162,-30.821343106519837
MDB,0.39285714285714285,1.5845762920996163,11.415912373937378,-7.204394279312935,78.20162266349904,-15.83948709141908,-22.720435662945803
MDLZ,0.38095238095238093,3.6378583166942944,7.336451030703598,-2.0166950969575415,13.633263150026153,-3.688832337590364,33.87315687747898
MELI,0.3333333333333333,1.502223600958615,12.29276521989207,-8.183046260255583,22.016676250718792,-20.897703177063853,-43.270828442585874
META,0.45454545454545453,2.7858016242487245,15.024190155956214,-5.3931299433454605,45.89999096847998,-15.518611469028777,88.42739022675939
MNST,0.3103448275862069,1.8052759733388435,6.340612335480967,-3.512267613994804,10.96446700507614,-10.017996400719852,-16.21521088897517
MRNA,0.25,2.165211331708903,22.944968725860413,-10.597103566676326,36.77717084196645,-22.263496780584447,-51.180396530135084
MRVL,0.34782608695652173,2.532137793802977,16.39574560796462,-6.475060578492497,42.20494322343069,-19.39111429911672,12.275626329669876
MSFT,0.35714285714285715,1.5145894078275988,5.381760521803802,-3.553280178766701,13.189688034135493,-10.891405298988587,-13.017498749287304
MU,0.35714285714285715,0.9147376245831034,6.621493425762627,-7.238680521947929,25.237680951441344,-14.018166494990181,-52.70547204994747
NFLX,0.45454545454545453,2.1643959742948455,12.4036806515136,-5.7307816124333195,27.511776280484156,-12.606035889070144,52.920093599711194
NVDA,0.391304347826087,3.9791663809396525,32.29460827298104,-8.115923080691813,70.26423285568262,-16.169151429910922,208.55251690031363
NXPI,0.3076923076923077,1.9481089731693448,9.93125803617371,-5.097896561718885,27.333117303953337,-9.016724305335854,-18.565215889695665
ODFL,0.3076923076923077,2.160462204038592,10.316309436268032,-4.77504740281203,27.133095836010046,-10.385969684605056,-11.049674430137202
ON,0.23333333333333334,1.934715572036286,12.907033082836362,-6.671281954510618,29.9923780487805,-15.345195729537364,-54.08624009730206
ORLY,0.5416666666666666,1.362507720076339,5.708941393502785,-4.19002498802937,18.910926281367747,-14.246797738123096,25.78130162385164
PANW,0.4166666666666667,0.8910308325712138,8.705341977154053,-9.769967164922203,36.41532229408,-49.2093023255814,-55.969118741435175
PAYX,0.36,1.769449373189284,5.837628612583215,-3.299121580439105,11.183262924964787,-5.849288446958134,-3.318573499348021
PCAR,0.4166666666666667,2.0405418001968476,8.326562456915715,-4.08056451287225,18.29242288182169,-10.368639331997088,21.590230732570582
PDD,0.38461538461538464,1.6171589819171979,15.245547998511938,-9.427365008007941,35.77314590402327,-27.557229788467108,-24.243007317461206
PEP,0.3,1.7659457057418744,3.4185756794115876,-1.9358328335329216,5.739030501928233,-6.196760057117546,-7.153174709351773
PYPL,0.30434782608695654,0.9038656058564126,6.800158161121694,-7.523417327821147,20.607152045279143,-15.341466071234077,-55.91704272610076
QCOM,0.3103448275862069,1.4963658489308436,7.20424558803246,-4.814494792954482,17.245848592131253,-9.669059895810218,-31.5447959162924
REGN,0.4,1.7113383415609569,6.02722600407107,-3.5219371048354344,16.146331885231803,-8.011421319796952,3.1976097040922413
ROP,0.35714285714285715,1.6993526642054793,4.9069816434147695,-2.887559331722939,16.3462378031477,-8.1840388077845,-5.978811407748019
ROST,0.5,2.8707897416488146,9.281600893058108,-3.2331176186129524,23.79910649569721,-4.840725377579225,70.08920236886225
SBUX,0.32142857142857145,2.5388567342405772,8.400627223259058,-3.3088228689563506,26.220681837998082,-16.123997867019703,4.348226221088858
SMCI,0.38461538461538464,3.36740904948968,37.645547566262195,-11.179380649335506,179.90196078431376,-30.06978219496722,101.02592704794033
SNPS,0.4642857142857143,1.0039366327381058,4.681294910121337,-4.6629386332419385,13.648237991149959,-13.850837138508377,-13.410767676793068
TEAM,0.34615384615384615,2.391508562846479,16.067086522864475,-6.718389711195815,49.961200978929135,-11.940542975308134,8.695492085879897
TMDX,0.55,1.811357845789571,18.45091111880041,-10.186231926335713,58.85465663217309,-23.28441094803648,103.9748595820976
TMUS,0.5416666666666666,2.378005163030387,7.231037620578638,-3.040799798501631,23.8007363134749,-6.615931749884041,71.01454677406143
TSLA,0.34782608695652173,4.1148020465941055,26.77158853983263,-6.5061668183994295,54.16085541608551,-13.386657291025749,122.98863956532995
TTD,0.4090909090909091,1.7905567235754958,12.336582652034751,-6.889802757770383,29.738506238249872,-18.326898326898334,6.228567552178155
TTWO,0.38461538461538464,1.3520930471009973,6.415708424216506,-4.745019906708589,18.50934914326665,-9.566752853629302,-15.456300897228402
TXN,0.42857142857142855,1.8038921204643332,5.064656445277799,-2.807627123496789,12.472475081803047,-6.5787383741109595,13.061817194268599
VRSK,0.48,1.8349184849304192,5.431609685188895,-2.960136774356417,12.18257551484081,-5.394814362389255,26.303030332101287
VRTX,0.3103448275862069,2.4181753954766574,9.66676054999657,-3.9975431757674924,17.8094145806323,-15.468223860875508,-1.658650499285541
WBD,0.19230769230769232,2.188513015209326,15.63760866809655,-7.1453121637482475,30.918727915194346,-15.972812234494471,-58.59943092702387
WDAY,0.4,1.373815967277501,9.010327139716745,-6.558612910557855,22.9039791199231,-16.473461791959064,-17.308310852074037
XEL,0.45454545454545453,2.3935823374888607,6.339581128937228,-2.648574494240364,19.245680589084646,-6.220044884002451,32.17032055954079
ZS,0.46153846153846156,0.6954930927150691,6.832661342415677,-9.82419726951177,21.337443274252934,-18.691231139295873,-50.90997326903693
